Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Fall 2011,ACC,310,4,Intermediate Accounting I,"Stovall, Dennis C",4,14,8,7,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,40,3.32
Fall 2011,ACC,311,1,Intermediate Accounting II,"de la Rosa, Denise",0,2,5,8,4,4,2,0,0,1,0,0,2,0,0,0,0,0,0,28,2.8
Fall 2011,ACC,311,2,Intermediate Accounting II,"DeBruine, Marinus",3,4,1,4,6,1,0,1,0,0,0,0,3,0,0,0,0,0,0,23,3.12
Fall 2011,ACC,311,3,Intermediate Accounting II,"de la Rosa, Denise",4,1,1,5,7,5,2,1,1,0,2,0,5,0,0,0,0,0,0,34,2.6
Fall 2011,ACC,317,1,Individual Income Taxation,"Yuhas, Michael A",2,6,6,9,5,5,2,1,0,0,2,0,1,0,0,0,0,0,0,39,2.83
Fall 2011,ACC,317,2,Individual Income Taxation,"Yuhas, Michael A",2,3,11,4,9,4,2,1,0,0,1,0,1,0,0,0,0,0,0,38,2.88
Fall 2011,ACC,317,3,Individual Income Taxation,"Kessler, Lara L",4,2,4,10,5,3,5,1,0,1,1,0,3,0,0,0,0,0,0,39,2.77
Fall 2011,ACC,318,1,Entity Taxation,"Karhoff, Brett M",6,3,0,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,17,3.28
Fall 2011,ACC,321,1,Cost Strategy & Decisions,"Sopariwala, Parvez R",6,5,4,11,1,2,1,1,2,0,2,0,3,0,0,0,0,0,0,38,2.92
Fall 2011,ACC,321,2,Cost Strategy & Decisions,"Sopariwala, Parvez R",4,4,3,5,2,2,4,4,0,2,3,0,7,0,0,0,0,0,0,40,2.5
Fall 2011,ACC,321,3,Cost Strategy & Decisions,"Sergeant, Anne M",1,1,4,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13,2.88
Fall 2011,ACC,321,4,Cost Strategy & Decisions,"Sergeant, Anne M",1,12,2,7,2,6,2,0,2,0,0,0,6,0,0,0,0,0,0,40,2.99
Fall 2011,ACC,340,1,Accounting Systems,"Dunn, Cheryl L",2,5,8,7,6,6,3,0,0,0,0,0,1,0,0,0,0,0,0,38,2.97
Fall 2011,ACC,340,2,Accounting Systems,"Dunn, Cheryl L",3,3,8,5,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,30,3.02
Fall 2011,ACC,340,3,Accounting Systems,"Dunn, Cheryl L",2,3,1,4,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,16,3.11
Fall 2011,ACC,413,1,Internal Auditing,"Cannon, David M",3,12,13,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,3.35
Fall 2011,ACC,413,2,Internal Auditing,"Cannon, David M",9,12,11,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,3.54
Fall 2011,ACC,414,1,Auditing Theory and Practice,"Lindquist, Stanton C",9,7,5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,3.39
Fall 2011,ACC,511,1,Fin/Mgr Acctng Concepts,"Harper, Christopher J",10,3,1,1,2,1,3,0,0,0,1,0,2,0,0,0,0,0,0,24,3.23
Fall 2011,ACC,607,1,Ethics for Accountants,"Goldberg, Stephen R",11,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,3.54
Fall 2011,ACC,607,2,Ethics for Accountants,"Goldberg, Stephen R",11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.76
Fall 2011,ACC,611,1,Contemporary Mgrl Acctg,"Ratliff-Miller, Paule",3,4,3,5,3,4,2,0,0,0,1,0,1,0,0,0,0,0,0,26,2.92
Fall 2011,ACC,612,1,Acct Legal Environment,"Kessler, Lara L",2,1,8,7,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.02
Fall 2011,ACC,612,2,Acct Legal Environment,"Kessler, Lara L",1,2,4,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,3
Fall 2011,ACC,613,1,Financial Statement Analysis,"DeBruine, Marinus",8,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3.72
Fall 2011,ACC,613,2,Financial Statement Analysis,"DeBruine, Marinus",9,16,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,3.67
Fall 2011,ACC,615,1,Entity Taxation,"Smith, Kristin Eric",14,0,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,25,3.48
Fall 2011,ACC,616,1,Financial Accounting Systems,"Cannon, David M",5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.61
Fall 2011,ACC,620,1,Accounting Theory,"Bettinghaus, Bruce A",5,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.47
Fall 2011,ACC,621,1,Advanced Cost Management,"Sopariwala, Parvez R",5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.7
Fall 2011,ACC,624,1,Corporate Tax I,"Harris, Richard W",5,3,6,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,3.3
Fall 2011,ACC,627,1,"Estate, Gift, and Trust I","Yuhas, Michael A",1,5,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.32
Fall 2011,ACC,629,1,Partnership Taxation,"Harris, Richard W",6,1,2,9,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,3.25
Fall 2011,ACC,636,1,Taxation Problems,"Butler, Steven R",1,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3.45
Fall 2011,AHS,100,1,Medical Terminology,"Brew, Ranelle L",2,14,13,7,5,4,6,1,1,3,2,0,2,0,0,0,0,0,0,60,2.83
Fall 2011,AHS,100,2,Medical Terminology,"Martinez, Manuel",13,10,12,5,7,4,3,3,0,0,0,0,3,0,0,0,0,0,0,60,3.21
Fall 2011,AHS,100,3,Medical Terminology,"Wallsteadt, Russell D",8,10,8,13,5,3,4,2,2,1,2,0,2,0,0,0,0,0,0,60,2.93
Fall 2011,AHS,100,4,Medical Terminology,"Allen, Patricia L",8,10,10,9,6,4,4,0,3,4,2,0,0,0,0,0,0,0,0,60,2.84
Fall 2011,AHS,100,5,Medical Terminology,"Allen, Patricia L",3,9,12,11,4,3,7,2,2,1,3,0,2,0,1,0,0,0,0,60,2.75
Fall 2011,AHS,100,6,Medical Terminology,"Gunnink, Susan L",24,10,11,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,54,3.51
Fall 2011,AHS,110,1,Introduction to Health Care,"Davis, Alisha L",10,15,11,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49,3.48
Fall 2011,AHS,110,2,Introduction to Health Care,"Davis, Alisha L",20,14,9,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48,3.62
Fall 2011,AHS,110,3,Introduction to Health Care,"Silbar, Jean Claire",29,7,0,2,3,0,2,0,0,0,2,0,3,0,0,0,0,0,0,48,3.56
Fall 2011,AHS,110,4,Introduction to Health Care,"Allen, Patricia L",31,5,3,2,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,47,3.55
Fall 2011,AHS,110,5,Introduction to Health Care,"Martin, Elaine K",28,7,7,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,48,3.67
Fall 2011,AHS,110,6,Introduction to Health Care,"Bennett, Jolene L",4,6,12,11,5,3,2,1,0,0,0,0,3,0,0,0,0,0,0,47,3.11
Fall 2011,AHS,301,1,Intro to Health Care Research,"Leiras-Laubach, Claud",8,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.73
Fall 2011,AHS,301,2,Intro to Health Care Research,"Stevenson, John R",3,8,9,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,33,3.21
Fall 2011,AHS,301,3,Intro to Health Care Research,"Leiras-Laubach, Claud",3,10,7,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28,3.25
Fall 2011,AHS,340,1,Health Care Management,"Wambach, Michael Will",2,16,6,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33,3.42
Fall 2011,AHS,340,3,Health Care Management,"Allen, Patricia L",41,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,3.87
Fall 2011,AHS,340,4,Health Care Management,"Ritch, John M",35,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3.94
Fall 2011,AHS,340,5,Health Care Management,"Ritch, John M",37,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,46,3.91
Fall 2011,AHS,340,6,Health Care Management,"Lodenstein, Amy S",5,10,2,2,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,27,3.23
Fall 2011,AHS,495,1,SWS Issues in Health Prof,"Wambach, Michael Will",2,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.61
Fall 2011,AHS,495,2,SWS Issues in Health Prof,"Davis, Alisha L",21,8,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,3.89
Fall 2011,AHS,510,1,Intro to Health Prof Research,"Leiras-Laubach, Claud",12,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.79
Fall 2011,AHS,510,2,Intro to Health Prof Research,"Stickler, Laurie G",15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.89
Fall 2011,AHS,510,3,Intro to Health Prof Research,"Stickler, Laurie G",14,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.81
Fall 2011,AHS,510,4,Intro to Health Prof Research,"Reinhold, Martina Ing",8,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,3.58
Fall 2011,AHS,610,1,Research Allied Health Sci,"Kenyon, Lisa K",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.99
Fall 2011,AHS,610,2,Research Allied Health Sci,"Kenyon, Lisa K",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4
Fall 2011,AHS,689,156,Health Prof Research II,"Bacon-Baguley, Theres",14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,3.98
Fall 2011,ANT,111,1,Peoples of the World,"Galbraith, Pamela S",1,6,3,6,7,5,4,6,3,4,0,0,1,0,0,0,0,0,0,46,2.46
Fall 2011,ANT,111,2,Peoples of the World,"Galbraith, Pamela S",2,2,10,3,12,4,4,3,2,4,2,0,0,0,0,0,0,0,0,48,2.47
Fall 2011,ANT,204,1,Cultural Anthropology,"VanWormer, Heather M",17,14,7,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,47,3.56
Fall 2011,ANT,204,2,Cultural Anthropology,"Reed, Angela L",5,7,4,10,6,4,3,4,1,1,0,0,3,0,0,0,0,0,0,48,2.88
Fall 2011,ANT,204,3,Cultural Anthropology,"Hull, Cindy L",3,7,7,7,4,7,1,2,1,0,0,0,1,0,0,0,0,0,0,40,2.96
Fall 2011,ANT,204,4,Cultural Anthropology,"Rhoads, Russell D",2,8,4,11,6,3,2,0,0,0,0,0,4,0,3,0,0,0,0,43,3.08
Fall 2011,ANT,204,5,Cultural Anthropology,"Vannier, Christian Ne",4,8,9,10,8,2,3,1,0,0,1,1,1,0,0,0,0,0,0,48,3.03
Fall 2011,ANT,204,6,Cultural Anthropology,"Vannier, Christian Ne",2,9,11,8,5,6,2,1,1,0,0,0,2,0,0,0,0,0,0,47,3.02
Fall 2011,ANT,204,7,Cultural Anthropology,"Vannier, Christian Ne",8,8,7,8,8,2,2,0,0,0,0,0,1,0,0,0,0,0,0,44,3.23
Fall 2011,ANT,204,8,Cultural Anthropology,"Hull, Cindy L",9,10,7,5,3,5,2,0,0,0,1,0,1,0,0,0,0,0,0,43,3.21
Fall 2011,ANT,204,9,Cultural Anthropology,"Galbraith, Pamela S",5,3,6,4,6,3,4,5,0,3,3,0,2,0,0,0,0,0,0,44,2.51
Fall 2011,ANT,204,10,Intro to Cultural ANT (Honors),"Hull, Cindy L",16,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.76
Fall 2011,ANT,204,11,Cultural Anthropology,"Molla, Azizur R",7,7,4,9,3,2,6,0,0,0,0,0,2,0,0,0,0,0,0,40,3.13
Fall 2011,ANT,204,12,Cultural Anthropology,"Vannier, Christian Ne",6,12,7,14,5,0,0,1,0,2,0,0,1,0,0,0,0,0,0,48,3.21
Fall 2011,ANT,206,1,Human Origins,"Borders, Dale R",10,0,0,5,2,2,4,5,0,6,4,0,4,0,0,0,0,0,0,42,2.3
Fall 2011,ANT,206,2,Human Origins,"Madden, Gwyn D",12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,3.79
Fall 2011,ANT,206,3,Human Origins,"Borders, Dale R",7,3,2,7,3,2,4,3,1,2,3,0,5,0,0,0,0,0,0,42,2.59
Fall 2011,ANT,206,4,Human Origins,"Borders, Dale R",5,2,3,6,5,1,7,3,0,3,1,0,5,0,0,0,0,0,0,42,2.59
Fall 2011,ANT,207,1,Language and Culture,"Weibel-Swanson, Deana",6,6,5,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,23,3.3
Fall 2011,ANT,210,1,History of ANT Theory,"Hull, Cindy L",4,6,2,1,0,4,1,0,2,0,3,0,3,0,0,0,0,0,0,26,2.68
Fall 2011,ANT,215,1,Origins of Civilization,"Schwartz, Mark S",4,4,7,6,4,8,3,2,1,3,2,0,0,0,0,0,0,0,0,44,2.61
Fall 2011,ANT,215,2,Origins of Civilization,"Schwartz, Mark S",3,6,2,10,8,4,2,2,3,1,0,0,2,0,0,0,0,0,0,43,2.78
Fall 2011,ANT,215,3,Origins of Civilization,"Begun, Erica M",3,4,7,11,7,4,4,2,3,0,0,1,2,0,0,0,0,0,0,48,2.81
Fall 2011,ANT,215,4,Origins of Civilization,"Begun, Erica M",5,7,3,12,3,3,7,2,1,0,1,0,2,0,0,0,0,0,0,46,2.85
Fall 2011,ANT,220,1,Introduction to Archaeology,"Schwartz, Mark S",2,4,2,7,3,1,1,3,1,2,3,0,1,0,0,0,0,0,0,30,2.46
Fall 2011,ANT,220,2,Introduction to Archaeology,"Borders, Dale R",4,1,1,5,2,3,6,2,0,0,3,0,3,0,0,0,0,0,0,30,2.43
Fall 2011,ANT,300,1,Research Methods in Anthro,"VanWormer, Heather M",5,4,7,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,26,3.15
Fall 2011,ANT,300,2,Research Methods in Anthro,"Madden, Gwyn D",3,1,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.18
Fall 2011,ANT,311,1,Native Peoples of N America,"Brashler, Janet G",6,6,6,7,3,1,2,1,0,0,1,0,6,0,0,0,0,0,0,39,3.12
Fall 2011,ANT,311,2,Native Peoples of N America,"Chivis, Jeffrey A",2,2,12,7,5,2,1,0,0,0,1,0,2,0,0,0,0,0,0,34,3
Fall 2011,ANT,315,1,Comparative Religions,"Weibel-Swanson, Deana",7,10,10,6,7,1,0,0,0,0,1,0,2,0,0,0,0,0,0,44,3.27
Fall 2011,ANT,315,2,Comparative Religions,"Weibel-Swanson, Deana",5,7,11,7,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,38,3.2
Fall 2011,ANT,316,1,"Death, Burial, and Culture","Madden, Gwyn D",25,0,0,6,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,35,3.59
Fall 2011,ANT,320,1,Culture and Disease,"Molla, Azizur R",4,3,3,3,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,20,3.28
Fall 2011,ANT,340,1,Culture and Environment,"Arnold, Elizabeth R",12,0,10,6,0,1,6,0,0,1,1,0,4,0,0,0,0,0,0,41,3.09
Fall 2011,ANT,340,2,Culture and Environment,"Arnold, Elizabeth R",8,0,9,10,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,35,3.05
Fall 2011,ANT,355,1,Migration in Americas,"Rhoads, Russell D",5,3,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13,3.33
Fall 2011,ANT,380,1,Pre-Hist of Sub-Saharan Africa,"Arnold, Elizabeth R",4,0,4,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,16,2.88
Fall 2011,ANT,405,1,SWS Anthropological Theory,"VanWormer, Heather M",14,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,25,3.66
Fall 2011,ANT,495,1,SWS Practicing Anthropology,"Brashler, Janet G",3,2,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,3.38
Fall 2011,ARA,101,2,Elementary Arabic I,"Chakir, Mariya",8,8,1,2,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,27,3.22
Fall 2011,ARA,101,3,Elementary Arabic I,"Assaf, Philippe",4,2,2,1,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,16,2.83
Fall 2011,ARA,102,1,Elementary Arabic II,"Chakir, Mariya",1,6,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,3.32
Fall 2011,ARA,201,1,Intermediate Arabic I,"Maisel, Sebastian",3,7,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,3.22
Fall 2011,ARA,310,1,Media Arabic,"Al-Mallah, Majd",4,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,12,3.34
Fall 2011,ART,101,10,Introduction to Art,"Burd, Geoffrey Rodric",68,15,14,24,11,12,6,3,6,1,10,0,7,0,0,0,0,0,0,177,3.11
Fall 2011,ART,101,20,Introduction to Art,"Peters, Steven G",54,41,27,22,11,6,7,1,2,0,4,0,3,0,1,0,0,0,0,179,3.34
Fall 2011,ART,101,30,Introduction to Art,"Hornby, Christine D",0,3,0,11,11,9,4,0,0,3,0,0,1,0,1,0,0,0,0,43,2.57
Fall 2011,ART,101,40,Introduction to Art,"Hornby, Christine D",7,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,13,3.39
Fall 2011,ART,101,50,Introduction to Art,"Peters, Steven G",67,27,23,11,17,3,3,3,2,0,9,0,6,0,1,0,0,0,0,172,3.29
Fall 2011,ART,101,60,Introduction to Art,"Burd, Geoffrey Rodric",15,3,4,7,1,2,3,1,2,0,2,0,4,0,0,0,0,0,0,44,3.07
Fall 2011,ART,150,1,Foundations: 2-D Design,"Klein, Susan J",0,0,1,5,3,1,2,3,0,1,0,0,1,0,0,0,0,0,0,17,2.43
Fall 2011,ART,150,2,Foundations: 2-D Design,"Klein, Susan J",0,1,0,5,1,2,3,0,0,0,2,0,1,0,0,0,0,0,0,15,2.29
Fall 2011,ART,150,3,Foundations: 2-D Design,"Weis, Richard E",1,1,1,2,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,19,2.48
Fall 2011,ART,150,4,Foundations: 2-D Design,"Weis, Richard E",2,3,0,3,1,4,2,0,0,0,2,0,1,0,0,0,0,0,0,18,2.59
Fall 2011,ART,150,5,Foundations: 2-D Design,"Keister, Ann D",1,1,3,6,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,18,2.73
Fall 2011,ART,150,6,Foundations: 2-D Design,"Ingold, Michael C",1,3,3,2,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,16,2.95
Fall 2011,ART,150,7,Foundations: 2-D Design,"Keister, Ann D",5,1,4,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,17,3.2
Fall 2011,ART,150,8,Foundations: 2-D Design,"Powers, Timothy E",0,1,6,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,15,2.94
Fall 2011,ART,151,1,Foundations: 3-D Design,"Zettle-Sterling, Rene",0,1,5,4,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,16,2.83
Fall 2011,ART,151,2,Foundations: 3-D Design,"Kane, Robyn E",0,3,1,6,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,17,2.98
Fall 2011,ART,151,3,Foundations: 3-D Design,"Kane, Robyn E",0,2,3,3,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,17,2.81
Fall 2011,ART,151,4,Foundations: 3-D Design,"Kane, Robyn E",0,3,3,3,2,2,0,0,0,1,1,0,2,0,0,0,0,0,0,17,2.73
Fall 2011,ART,151,5,Foundations: 3-D Design,"Rumsey, Mark A",3,1,0,4,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,15,2.89
Fall 2011,ART,152,1,Foundations: Color and Design,"Jenkins, Virginia A",3,6,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,3.37
Fall 2011,ART,153,1,Creative Problem Solving,"Wittenbraker, Paul R",4,2,0,1,2,3,3,0,0,1,3,0,0,0,0,0,0,0,0,19,2.41
Fall 2011,ART,153,2,Creative Problem Solving,"Bradford, Collin L",3,0,5,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17,3.12
Fall 2011,ART,153,3,Creative Problem Solving,"Wittenbraker, Paul R",1,1,3,3,3,0,1,0,0,0,2,0,3,0,0,0,0,0,0,17,2.62
Fall 2011,ART,153,4,Creative Problem Solving,"Bradford, Collin L",2,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,3.08
Fall 2011,ART,155,1,Intro to Drawing I,"Ingold, Michael C",0,2,5,2,1,2,3,1,0,0,1,0,2,0,0,0,0,0,0,19,2.64
Fall 2011,ART,155,2,Intro to Drawing I,"Weber, Sarah A",0,3,4,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,18,2.7
Fall 2011,ART,155,3,Intro to Drawing I,"Fisher, Timothy",0,1,0,3,8,1,1,1,0,0,0,0,3,0,0,0,0,0,0,18,2.69
Fall 2011,ART,155,4,Intro to Drawing I,"Weis, Richard E",2,2,3,1,2,0,4,1,0,0,0,0,2,0,0,0,0,0,0,17,2.89
Fall 2011,ART,155,5,Intro to Drawing I,"Klein, Susan J",0,2,3,3,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,16,2.86
Fall 2011,ART,155,6,Intro to Drawing I,"King, Andrew P",0,1,2,5,2,2,0,3,0,1,1,0,0,0,0,0,0,0,0,17,2.44
Fall 2011,ART,155,7,Intro to Drawing I,"Fisher, Timothy",0,0,0,3,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,17,2.27
Fall 2011,ART,155,8,Intro to Drawing I,"Ingold, Michael C",1,0,1,3,4,3,0,1,0,0,3,0,1,0,0,0,0,0,0,17,2.23
Fall 2011,ART,157,1,Intro to Drawing II,"Colley, Brett J",3,3,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3.29
Fall 2011,ART,210,1,Graphic Design I,"King, David M",2,1,0,7,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,18,2.88
Fall 2011,ART,218,1,Design History,"King, David M",0,0,1,1,1,4,1,12,2,5,3,0,0,0,0,0,0,0,0,30,1.61
Fall 2011,ART,221,1,SWS Survey of Art History I,"Gollannek, Eric F",11,7,4,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,30,3.55
Fall 2011,ART,221,2,SWS Survey of Art History I,"Adams, Ellen E",10,3,1,5,5,2,0,0,0,1,0,2,1,0,0,0,0,0,0,30,3.28
Fall 2011,ART,221,3,Survey of Art History I,"Gollannek, Eric F",15,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.73
Fall 2011,ART,245,1,Intro Jewelry & Metalsmithing,"Zettle-Sterling, Rene",0,5,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3.32
Fall 2011,ART,245,2,Intro Jewelry & Metalsmithing,"Seley, Beverly J",5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.55
Fall 2011,ART,257,1,Life Drawing,"King, Andrew P",0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.52
Fall 2011,ART,257,2,Life Drawing,"Hosterman, William K",0,0,1,5,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,16,2.72
Fall 2011,ART,257,3,Life Drawing,"Hosterman, William K",1,1,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3
Fall 2011,ART,260,1,Introduction to Painting,"Eggers, Jill",1,1,3,2,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,13,2.94
Fall 2011,ART,260,2,Introduction to Painting,"Eggers, Jill",4,0,2,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14,3.11
Fall 2011,ART,265,1,Introduction to Printmaking,"Henke, Dellas R",1,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2.88
Fall 2011,ART,265,2,Introduction to Printmaking,"Colley, Brett J",8,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,16,3.47
Fall 2011,ART,265,3,Introduction to Printmaking,"Keister, David R",4,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3.22
Fall 2011,ART,270,1,Introduction to Sculpture,"Campbell, Annamarie",2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.35
Fall 2011,ART,270,2,Introduction to Sculpture,"Campbell, Annamarie",3,2,1,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,3.26
Fall 2011,ART,275,1,Introduction to Ceramics,"Lee, Hoon",0,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.99
Fall 2011,ART,275,2,Introduction to Ceramics,"Lee, Hoon",0,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.21
Fall 2011,ART,280,1,Introduction to Illustration,"Wong-Ligda, Edward",0,3,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.06
Fall 2011,ART,310,1,Graphic Design III,"Walsh, Matthew Gavin",2,1,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.16
Fall 2011,ART,332,1,Introduction to Art Education,"Zaszlavik, Katalin",11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3.91
Fall 2011,ART,366,1,Intermediate Printmaking I,"Henke, Dellas R",2,1,3,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,3.03
Fall 2011,ART,380,4,19th Century American Art,"Gollannek, Eric F",7,8,2,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,26,3.44
Fall 2011,ART,382,1,Intermediate Illustration II,"Wong-Ligda, Edward",2,0,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.08
Fall 2011,ART,393,1,Image Studio,"Wittenbraker, Paul R",1,3,2,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3.21
Fall 2011,ART,401,1,Senior Seminar,"Colley, Brett J",6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.63
Fall 2011,ART,410,1,Graphic Design V,"Walsh, Matthew Gavin",2,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.41
Fall 2011,ART,413,1,Portfolio,"King, David M",11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.95
Fall 2011,ART,420,1,Asian Art,"Strom, Kirsten",5,4,7,6,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,33,3.05
Fall 2011,ART,495,1,Issues in Art (capstone),"Strom, Kirsten",4,4,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,3.29
Fall 2011,ART,495,2,Issues in Art (capstone),"Strom, Kirsten",1,3,4,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,2.93
